1,0,0,0,0,0,0
2,4,2,0,0,0,0
3,6,2,0,0,0,0
4,6,2,0,0,8,6
5,49,18,0,0,24,22
6,104,38,0,0,56,54
7,246,86,2.033173,0,120,118
8,520,181,32.15323,18.844509,248,246
9,1056,367,123.535897,90.71244,504,502
10,2213,691,354.153716,290.709967,1016,1014
11,4808,1447,896.229991,770.030583,,
12,10282,3066,2138.77453,1871.430779,,
