2,4,0,0,0,0,0
3,5,0,0,0,0,0
4,27,4,0,0,0,0
5,41,0,0,0,0,0
6,47,0,2.693217,0,2,0
7,99,2,9.713977,5.251081,2,0
8,120,0,19.815311,13.815311,4,2
9,112,0,31.289311,25.289311,6,4
10,118,0,43.819083,37.054176,6,4
11,146,0,56.987427,48.987427,8,6
12,144,0,71.820035,63.157117,10,8
13,,,88.948878,78.948878,,
14,,,107.86141,97.295248,,
15,,,129.006226,117.006226,,
16,,,152.013658,139.492362,,
17,,,177.153355,163.278511,,
